ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
716,Jordan Allen,31/10/2022,976
717,Jessica Allen,24/05/2022,893
718,Colleen Jones,24/03/2022,699
719,Susan Smith,28/10/2022,62
720,Jessica Smith,11/10/2022,212
721,Andrea Allen,29/03/2022,164
722,Susan Bishop,18/11/2022,198
723,Sarah Johnson,12/10/2022,416
724,Colleen Allen,01/11/2022,996
725,Gregory Bishop,02/02/2022,24
726,Susan Simpson,22/11/2022,574
727,Michael Bishop,13/07/2022,270
728,Sarah Jones,25/11/2022,571
729,Susan Rodriguez,20/07/2022,655
730,Jessica Smith,28/08/2022,970
731,Anthony Jones,11/02/2022,261
732,Anthony Johnson,26/10/2022,266
733,Susan Sampson,08/07/2022,545
734,Jessica Bishop,03/02/2022,863
735,Andrea Sampson,25/02/2022,716
736,Gregory Sampson,24/03/2022,344
737,Sarah Rodriguez,26/03/2022,886
738,Sarah Jones,29/08/2022,251
739,Jessica Bishop,08/12/2022,44
740,Jessica Allen,16/01/2022,860
741,Jessica Simpson,13/04/2022,77
742,Colleen Johnson,18/07/2022,655
743,Andrea Rodriguez,26/12/2022,86
744,Susan Rodriguez,20/10/2022,867
745,Michael Jones,19/05/2022,179
746,Gregory Simpson,04/09/2022,850
747,Daniel Brown,24/12/2022,331
748,Gregory Jones,22/09/2022,62
749,Sarah Allen,06/12/2022,260
750,Andrea Sampson,15/06/2022,469
751,Andrea Sampson,12/10/2022,888
752,Daniel Jones,24/12/2022,154
753,Andrea Sampson,10/12/2022,595
754,Anthony Jones,03/02/2022,772
755,Jordan Brown,20/07/2022,175
756,Susan Rodriguez,17/04/2022,270
757,Sarah Smith,12/11/2022,671
758,Jordan Rodriguez,06/03/2022,534
759,Sarah Williams,28/05/2022,662
760,Gregory Simpson,22/06/2022,948
761,Michael Simpson,05/04/2022,713
762,Sarah Rodriguez,16/09/2022,237
763,Andrea Williams,25/07/2022,670
764,Michael Bishop,24/01/2022,703
765,Gregory Sampson,24/08/2022,592
766,Jordan Johnson,27/01/2022,486
767,Gregory Brown,25/09/2022,747
768,Michael Simpson,21/05/2022,426
769,Anthony Johnson,12/06/2022,638
770,Anthony Smith,08/08/2022,318
771,Andrea Smith,22/06/2022,910
772,Andrea Rodriguez,27/01/2022,218
773,Gregory Johnson,20/06/2022,606
774,Michael Brown,01/11/2022,224
775,Jordan Simpson,29/05/2022,789
776,Anthony Sampson,22/06/2022,543
777,Colleen Johnson,14/05/2022,511
778,Gregory Johnson,10/02/2022,481
779,Anthony Rodriguez,10/03/2022,740
780,Michael Johnson,15/10/2022,349
781,Jessica Brown,31/07/2022,838
782,Michael Jones,16/08/2022,831
783,Susan Brown,14/04/2022,227
784,Andrea Williams,31/05/2022,519
785,Andrea Simpson,08/10/2022,815
786,Daniel Allen,17/01/2022,307
787,Gregory Brown,21/04/2022,444
788,Michael Jones,20/02/2022,687
789,Jordan Brown,29/01/2022,622
790,Jordan Brown,27/02/2022,653
791,Daniel Jones,19/01/2022,768
792,Sarah Allen,30/08/2022,1
793,Colleen Brown,29/01/2022,665
794,Jordan Brown,09/01/2022,840
795,Anthony Allen,10/11/2022,927
796,Colleen Bishop,12/07/2022,711
797,Andrea Brown,20/01/2022,695
798,Anthony Smith,10/03/2022,862
799,Michael Smith,08/12/2022,349
800,Sarah Smith,20/05/2022,928
801,Jessica Smith,01/02/2022,321
802,Colleen Rodriguez,31/12/2022,105
803,Daniel Allen,20/11/2022,611
804,Jessica Allen,08/11/2022,232
805,Michael Allen,22/11/2022,579
806,Gregory Brown,07/05/2022,526
807,Andrea Brown,12/05/2022,859
808,Michael Jones,26/12/2022,974
809,Anthony Simpson,23/01/2022,115
810,Sarah Brown,17/08/2022,443
811,Andrea Williams,22/09/2022,62
812,Jessica Simpson,13/10/2022,651
813,Sarah Johnson,19/08/2022,808
814,Andrea Brown,03/07/2022,469
815,Anthony Simpson,11/02/2022,391
816,Colleen Bishop,27/11/2022,984
817,Michael Allen,06/04/2022,921
818,Jessica Bishop,13/11/2022,199
819,Gregory Simpson,26/04/2022,270
820,Sarah Sampson,26/02/2022,961
821,Gregory Williams,20/07/2022,802
822,Daniel Johnson,29/09/2022,543
823,Anthony Williams,04/10/2022,476
824,Daniel Sampson,17/03/2022,131
825,Susan Sampson,02/05/2022,97
826,Michael Johnson,29/12/2022,971
827,Gregory Johnson,12/07/2022,615
828,Jessica Johnson,17/02/2022,402
829,Susan Jones,19/12/2022,956
830,Colleen Bishop,23/04/2022,479
831,Colleen Johnson,28/07/2022,277
832,Sarah Bishop,01/07/2022,67
833,Jordan Sampson,03/06/2022,996
834,Sarah Johnson,28/05/2022,806
835,Sarah Sampson,06/05/2022,446
836,Jordan Brown,03/12/2022,689
837,Sarah Simpson,04/10/2022,606
838,Daniel Bishop,15/01/2022,435
839,Colleen Brown,02/03/2022,677
840,Jessica Allen,21/01/2022,96
841,Daniel Brown,29/08/2022,2
842,Colleen Rodriguez,12/10/2022,461
843,Anthony Smith,06/04/2022,309
844,Michael Williams,20/11/2022,211
845,Colleen Smith,03/01/2022,364
846,Susan Allen,31/10/2022,259
847,Michael Simpson,29/01/2022,208
848,Anthony Simpson,27/07/2022,261
849,Colleen Williams,30/08/2022,673
850,Gregory Bishop,03/06/2022,344
851,Sarah Bishop,25/12/2022,96
852,Anthony Jones,24/09/2022,834
853,Colleen Jones,14/03/2022,777
854,Colleen Jones,08/02/2022,151
855,Michael Bishop,20/01/2022,611
856,Michael Allen,02/03/2022,772
857,Jessica Smith,18/03/2022,412
858,Gregory Rodriguez,13/04/2022,116
859,Jessica Bishop,29/07/2022,181
860,Daniel Sampson,28/11/2022,15
861,Jessica Williams,12/09/2022,491
862,Sarah Sampson,30/11/2022,169
863,Daniel Bishop,26/11/2022,357
864,Jessica Brown,24/08/2022,886
865,Jordan Smith,11/03/2022,490
866,Anthony Johnson,16/04/2022,374
867,Colleen Sampson,22/05/2022,278
868,Jessica Sampson,12/02/2022,518
869,Anthony Bishop,08/12/2022,484
870,Susan Allen,08/05/2022,293
871,Jordan Brown,04/09/2022,67
872,Andrea Allen,19/09/2022,481
873,Anthony Williams,22/04/2022,869
874,Susan Bishop,29/08/2022,315
875,Susan Sampson,19/11/2022,154
876,Michael Johnson,30/09/2022,91
877,Anthony Sampson,25/07/2022,93
878,Gregory Williams,05/05/2022,593
879,Jessica Brown,30/05/2022,185
880,Daniel Williams,24/09/2022,175
881,Jordan Johnson,09/12/2022,258
882,Michael Jones,10/09/2022,379
883,Michael Jones,23/07/2022,504
884,Colleen Bishop,11/06/2022,813
885,Colleen Williams,17/10/2022,262
886,Jessica Brown,02/03/2022,460
887,Michael Brown,30/11/2022,709
888,Andrea Simpson,14/11/2022,248
889,Anthony Williams,11/01/2022,234
890,Jessica Rodriguez,24/03/2022,950
891,Jordan Sampson,07/06/2022,149
892,Jordan Bishop,29/05/2022,626
893,Jordan Bishop,25/11/2022,158
894,Jordan Brown,26/11/2022,742
895,Sarah Simpson,13/12/2022,209
896,Daniel Allen,19/06/2022,61
897,Colleen Simpson,06/01/2022,250
898,Jordan Rodriguez,17/08/2022,962
899,Daniel Bishop,01/03/2022,527
900,Michael Bishop,09/11/2022,398
901,Jessica Rodriguez,04/08/2022,46
902,Sarah Jones,13/08/2022,111
903,Colleen Bishop,27/04/2022,229
904,Sarah Williams,19/12/2022,854
905,Jordan Johnson,09/12/2022,396
906,Jordan Johnson,08/04/2022,802
907,Daniel Rodriguez,10/05/2022,852
908,Jordan Jones,29/05/2022,201
909,Anthony Sampson,14/11/2022,15
910,Andrea Smith,10/06/2022,343
911,Andrea Bishop,20/07/2022,91
912,Susan Bishop,11/11/2022,164
913,Susan Sampson,23/11/2022,62
914,Daniel Bishop,06/03/2022,75
915,Gregory Johnson,06/04/2022,262
916,Jessica Sampson,26/02/2022,163
917,Daniel Simpson,01/08/2022,185
918,Daniel Bishop,11/12/2022,636
919,Daniel Brown,12/08/2022,304
920,Sarah Simpson,27/06/2022,232
921,Anthony Simpson,13/05/2022,317
922,Jordan Brown,22/05/2022,266
923,Colleen Smith,10/09/2022,723
924,Michael Allen,15/08/2022,151
925,Michael Bishop,22/01/2022,176
926,Colleen Allen,01/10/2022,318
927,Jordan Sampson,24/03/2022,969
928,Susan Sampson,04/11/2022,848
929,Michael Smith,16/09/2022,284
930,Daniel Jones,05/04/2022,63
931,Anthony Simpson,08/02/2022,209
932,Colleen Johnson,03/11/2022,365
933,Susan Williams,06/02/2022,253
934,Anthony Rodriguez,21/01/2022,866
935,Jessica Williams,06/07/2022,355
936,Jessica Simpson,11/05/2022,368
937,Anthony Sampson,18/08/2022,627
938,Daniel Rodriguez,25/02/2022,499
939,Jordan Jones,25/07/2022,149
940,Andrea Smith,28/08/2022,880
941,Susan Bishop,30/03/2022,339
942,Michael Sampson,24/02/2022,862
943,Colleen Jones,12/03/2022,120
944,Susan Allen,15/06/2022,686
945,Jordan Williams,29/06/2022,470
946,Gregory Brown,03/04/2022,351
947,Colleen Bishop,15/10/2022,391
948,Jessica Jones,25/02/2022,51
949,Michael Bishop,01/02/2022,567
950,Jordan Brown,28/09/2022,531
951,Colleen Allen,21/10/2022,600
952,Gregory Rodriguez,13/06/2022,26
953,Jessica Brown,25/05/2022,852
954,Jordan Johnson,26/04/2022,918
955,Anthony Johnson,10/10/2022,300
956,Sarah Allen,13/09/2022,687
957,Gregory Rodriguez,25/12/2022,538
958,Michael Bishop,10/01/2022,316
959,Sarah Jones,01/04/2022,121
960,Daniel Johnson,11/07/2022,225
961,Anthony Jones,02/06/2022,469
962,Colleen Brown,11/08/2022,824
963,Michael Bishop,20/03/2022,63
964,Gregory Brown,05/08/2022,468
965,Sarah Bishop,29/04/2022,226
966,Gregory Smith,03/04/2022,848
967,Anthony Rodriguez,09/01/2022,189
968,Daniel Sampson,04/07/2022,860
969,Andrea Brown,12/09/2022,524
970,Sarah Williams,06/09/2022,236
971,Michael Williams,28/02/2022,812
972,Jordan Johnson,14/03/2022,313
973,Michael Brown,16/07/2022,555
974,Jessica Sampson,23/04/2022,503
975,Michael Rodriguez,08/07/2022,304
976,Jessica Bishop,05/12/2022,482
977,Gregory Jones,14/05/2022,569
978,Jessica Bishop,03/04/2022,788
979,Andrea Rodriguez,06/10/2022,171
980,Sarah Brown,02/03/2022,382
981,Daniel Simpson,27/10/2022,888
982,Daniel Williams,05/04/2022,620
983,Jordan Smith,26/10/2022,367
984,Andrea Jones,31/10/2022,279
985,Colleen Johnson,02/03/2022,274
986,Gregory Rodriguez,02/04/2022,16
987,Jessica Smith,01/07/2022,789
988,Gregory Smith,13/08/2022,853
989,Sarah Smith,01/04/2022,391
990,Jordan Allen,05/03/2022,122
991,Daniel Sampson,08/05/2022,239
992,Daniel Brown,14/02/2022,821
993,Susan Johnson,06/10/2022,369
994,Susan Brown,27/06/2022,221
995,Andrea Williams,29/10/2022,338
996,Jessica Simpson,06/02/2022,984
997,Susan Simpson,15/11/2022,42
998,Sarah Jones,24/02/2022,511
999,Gregory Williams,18/06/2022,938
1000,Jordan Rodriguez,02/01/2022,610
1001,Daniel Rodriguez,26/10/2022,2
1002,Susan Rodriguez,18/10/2022,638
1003,Susan Allen,18/07/2022,97
1004,Jordan Williams,26/04/2022,537
1005,Colleen Allen,21/09/2022,300
1006,Daniel Allen,13/08/2022,177
1007,Anthony Brown,25/08/2022,347
1008,Jordan Jones,19/07/2022,103
1009,Michael Johnson,26/06/2022,899
1010,Susan Allen,05/02/2022,360
1011,Jessica Bishop,04/08/2022,413
1012,Gregory Brown,11/02/2022,319
1013,Andrea Rodriguez,12/04/2022,993
1014,Michael Johnson,21/05/2022,763
1015,Gregory Bishop,15/09/2022,520
1016,Michael Smith,11/01/2022,409
1017,Andrea Allen,26/04/2022,602
1018,Jessica Brown,24/11/2022,428
1019,Daniel Allen,30/08/2022,591
1020,Daniel Brown,21/06/2022,319
1021,Michael Jones,19/07/2022,74
1022,Michael Jones,28/10/2022,466
1023,Michael Smith,17/09/2022,601
1024,Jordan Smith,11/11/2022,273
1025,Anthony Williams,28/06/2022,741
1026,Sarah Allen,27/10/2022,231
1027,Jordan Smith,17/08/2022,257
1028,Gregory Jones,02/07/2022,164
1029,Jessica Rodriguez,30/08/2022,185
1030,Michael Simpson,07/08/2022,402
1031,Sarah Johnson,21/01/2022,759
1032,Andrea Allen,08/09/2022,845
1033,Jordan Jones,27/08/2022,453
1034,Sarah Williams,21/08/2022,768
1035,Sarah Smith,21/05/2022,882
1036,Daniel Brown,24/10/2022,828
1037,Daniel Brown,15/06/2022,542
1038,Michael Brown,30/01/2022,286
1039,Jordan Williams,06/07/2022,853
1040,Jessica Bishop,03/12/2022,966
1041,Susan Simpson,12/01/2022,784
1042,Sarah Bishop,15/01/2022,138
1043,Susan Rodriguez,28/11/2022,428
1044,Susan Bishop,07/10/2022,511
1045,Jordan Rodriguez,26/07/2022,196
1046,Colleen Sampson,16/07/2022,23
1047,Susan Rodriguez,16/10/2022,644
1048,Jordan Rodriguez,22/02/2022,196
1049,Gregory Johnson,27/03/2022,111
1050,Daniel Allen,16/02/2022,56
1051,Jessica Rodriguez,03/01/2022,333
1052,Jordan Simpson,06/02/2022,917
1053,Andrea Allen,11/03/2022,246
1054,Andrea Sampson,10/03/2022,37
1055,Andrea Simpson,18/03/2022,790
1056,Sarah Williams,28/02/2022,491
1057,Jordan Sampson,01/02/2022,502
1058,Jessica Sampson,15/03/2022,317
1059,Susan Bishop,26/11/2022,404
1060,Andrea Rodriguez,13/04/2022,490
1061,Gregory Jones,04/10/2022,1
1062,Michael Brown,05/01/2022,888
1063,Daniel Jones,19/11/2022,913
1064,Jessica Sampson,30/12/2022,160
1065,Daniel Williams,11/01/2022,609
1066,Daniel Allen,22/10/2022,627
1067,Jessica Sampson,27/11/2022,487
1068,Sarah Allen,26/06/2022,299
1069,Colleen Williams,03/04/2022,760
1070,Daniel Rodriguez,27/10/2022,815
1071,Jordan Allen,17/09/2022,28
1072,Jessica Rodriguez,22/01/2022,897
1073,Michael Bishop,24/05/2022,471
1074,Susan Johnson,19/10/2022,567
1075,Jordan Johnson,29/12/2022,559
1076,Daniel Johnson,22/12/2022,474
1077,Jordan Smith,16/06/2022,647
1078,Colleen Brown,01/02/2022,433
1079,Sarah Sampson,22/11/2022,280
1080,Jessica Smith,10/08/2022,847
1081,Andrea Simpson,22/06/2022,95
1082,Colleen Bishop,02/08/2022,624
1083,Anthony Johnson,10/07/2022,182
1084,Colleen Brown,19/07/2022,1
1085,Jessica Jones,04/02/2022,176
1086,Andrea Allen,06/05/2022,421
1087,Jessica Johnson,07/07/2022,718
1088,Andrea Williams,12/10/2022,972
1089,Colleen Johnson,01/06/2022,102
1090,Michael Rodriguez,20/07/2022,284
1091,Sarah Simpson,06/01/2022,64
1092,Andrea Johnson,08/11/2022,867
1093,Jessica Allen,04/09/2022,365
1094,Daniel Jones,09/02/2022,336
1095,Jordan Jones,09/04/2022,811
1096,Susan Simpson,23/06/2022,925
1097,Colleen Sampson,18/06/2022,549
1098,Michael Brown,16/06/2022,739
1099,Anthony Allen,23/02/2022,229
1100,Colleen Williams,09/08/2022,679
1101,Jessica Allen,16/05/2022,190
1102,Jessica Williams,28/05/2022,76
1103,Jordan Bishop,06/01/2022,407
1104,Andrea Jones,07/11/2022,312
1105,Sarah Sampson,12/06/2022,546
1106,Michael Williams,07/09/2022,141
1107,Susan Allen,25/10/2022,662
1108,Anthony Brown,13/01/2022,123
1109,Anthony Smith,26/01/2022,352
1110,Jessica Brown,17/10/2022,613
1111,Michael Johnson,28/09/2022,346
1112,Gregory Sampson,06/05/2022,740
1113,Jordan Bishop,19/12/2022,697
1114,Daniel Williams,05/07/2022,948
1115,Daniel Jones,17/07/2022,82
1116,Gregory Jones,05/05/2022,933
1117,Andrea Simpson,14/11/2022,839
1118,Anthony Bishop,24/02/2022,602
1119,Colleen Williams,23/01/2022,588
1120,Gregory Johnson,25/08/2022,419
1121,Michael Allen,02/05/2022,476
1122,Andrea Jones,30/06/2022,297
1123,Andrea Williams,08/09/2022,396
1124,Anthony Brown,24/04/2022,463
1125,Colleen Smith,12/09/2022,444
1126,Colleen Rodriguez,23/07/2022,342
1127,Michael Brown,11/02/2022,551
1128,Michael Sampson,26/10/2022,968
1129,Jordan Williams,23/10/2022,140
1130,Colleen Johnson,18/08/2022,802
1131,Jordan Allen,22/11/2022,160
1132,Michael Jones,20/09/2022,890
1133,Daniel Jones,05/12/2022,950
1134,Andrea Brown,14/06/2022,850
1135,Anthony Sampson,24/04/2022,850
1136,Jessica Sampson,14/09/2022,231
1137,Jordan Brown,26/03/2022,297
1138,Jordan Bishop,08/07/2022,240
1139,Susan Simpson,17/10/2022,389
1140,Michael Smith,05/06/2022,119
1141,Susan Brown,22/04/2022,967
1142,Andrea Bishop,28/10/2022,843
1143,Colleen Allen,16/05/2022,595
1144,Daniel Simpson,19/02/2022,185
1145,Sarah Simpson,18/04/2022,708
1146,Daniel Bishop,06/03/2022,15
1147,Jordan Johnson,08/01/2022,987
1148,Susan Simpson,13/03/2022,615
1149,Sarah Simpson,16/12/2022,697
1150,Colleen Sampson,28/12/2022,148
1151,Andrea Williams,13/06/2022,183
1152,Gregory Jones,18/01/2022,574
1153,Colleen Bishop,02/04/2022,955
1154,Anthony Simpson,11/03/2022,47
1155,Jordan Sampson,14/12/2022,393
1156,Anthony Simpson,16/07/2022,303
1157,Jessica Smith,04/09/2022,406
1158,Susan Rodriguez,23/04/2022,992
1159,Sarah Allen,23/07/2022,467
1160,Michael Rodriguez,31/07/2022,222
1161,Andrea Brown,03/12/2022,74
1162,Sarah Williams,15/10/2022,935
1163,Michael Allen,08/11/2022,311
1164,Gregory Smith,12/07/2022,445
1165,Colleen Brown,25/01/2022,783
1166,Gregory Williams,06/12/2022,915
1167,Anthony Allen,22/04/2022,589
1168,Daniel Smith,28/03/2022,536
1169,Andrea Allen,10/04/2022,260
1170,Gregory Jones,21/02/2022,609
1171,Jordan Sampson,01/06/2022,651
1172,Jessica Rodriguez,29/11/2022,794
1173,Sarah Brown,05/08/2022,730
1174,Colleen Williams,28/06/2022,151
1175,Colleen Bishop,08/04/2022,69
1176,Sarah Bishop,27/03/2022,265
1177,Michael Jones,30/07/2022,799
1178,Andrea Sampson,18/02/2022,998
1179,Jessica Williams,03/05/2022,791
1180,Daniel Bishop,29/06/2022,580
1181,Daniel Jones,28/05/2022,34
1182,Colleen Jones,04/08/2022,151
1183,Anthony Smith,19/06/2022,190
1184,Jessica Jones,23/04/2022,784
1185,Susan Jones,06/03/2022,258
1186,Daniel Johnson,18/08/2022,79
1187,Sarah Allen,05/01/2022,962
1188,Colleen Allen,13/01/2022,248
1189,Susan Sampson,30/04/2022,668
1190,Andrea Brown,17/04/2022,972
1191,Gregory Allen,06/01/2022,130
1192,Anthony Johnson,22/10/2022,424
1193,Michael Rodriguez,25/07/2022,353
1194,Sarah Johnson,26/12/2022,888
1195,Andrea Sampson,01/01/2022,240
1196,Daniel Sampson,22/07/2022,472
1197,Colleen Johnson,01/10/2022,683
1198,Anthony Brown,28/05/2022,488
1199,Sarah Johnson,21/10/2022,310
1200,Sarah Allen,21/04/2022,214
1201,Colleen Rodriguez,04/04/2022,866
1202,Andrea Allen,19/03/2022,776
1203,Michael Williams,26/05/2022,824
1204,Jessica Simpson,20/03/2022,531
1205,Susan Jones,01/04/2022,738
1206,Sarah Williams,19/07/2022,563
1207,Andrea Bishop,06/04/2022,776
1208,Susan Brown,28/11/2022,482
1209,Sarah Johnson,05/03/2022,822
1210,Anthony Smith,11/03/2022,122
1211,Michael Bishop,17/04/2022,193
1212,Anthony Rodriguez,15/07/2022,843
1213,Andrea Smith,26/11/2022,442
1214,Anthony Bishop,06/08/2022,431
1215,Gregory Johnson,19/04/2022,129
1216,Daniel Johnson,10/03/2022,869
1217,Sarah Bishop,11/12/2022,929
1218,Gregory Rodriguez,17/01/2022,820
1219,Daniel Rodriguez,24/03/2022,663
1220,Susan Brown,12/06/2022,500
1221,Daniel Allen,20/05/2022,940
1222,Colleen Johnson,16/02/2022,113
1223,Jordan Jones,19/07/2022,554
1224,Anthony Smith,27/07/2022,508
1225,Jordan Brown,07/09/2022,658
1226,Colleen Rodriguez,03/08/2022,383
1227,Sarah Allen,28/09/2022,140
1228,Michael Simpson,12/10/2022,546
1229,Jordan Bishop,22/05/2022,829
1230,Jordan Jones,16/10/2022,928
1231,Jessica Johnson,27/11/2022,942
1232,Andrea Jones,02/04/2022,263
1233,Jordan Brown,14/08/2022,336
1234,Jessica Brown,04/08/2022,341
1235,Andrea Johnson,07/02/2022,318
1236,Sarah Rodriguez,14/01/2022,486
1237,Susan Rodriguez,27/10/2022,649
1238,Daniel Rodriguez,20/07/2022,209
1239,Daniel Johnson,07/06/2022,591
1240,Gregory Brown,11/11/2022,699
1241,Michael Williams,23/11/2022,611
1242,Sarah Rodriguez,09/11/2022,583
1243,Susan Simpson,26/03/2022,330
1244,Daniel Bishop,03/12/2022,591
1245,Jessica Sampson,11/06/2022,55
1246,Anthony Smith,05/06/2022,20
1247,Daniel Allen,18/03/2022,601
1248,Andrea Williams,23/11/2022,661
1249,Sarah Brown,01/12/2022,102
1250,Colleen Bishop,14/09/2022,45
1251,Gregory Williams,26/10/2022,990
1252,Jordan Allen,15/09/2022,486
1253,Gregory Sampson,22/05/2022,605
1254,Susan Williams,05/10/2022,36
1255,Jessica Brown,03/11/2022,628
1256,Susan Rodriguez,04/08/2022,845
1257,Sarah Simpson,17/11/2022,407
1258,Michael Simpson,09/08/2022,952
1259,Colleen Smith,17/08/2022,395
1260,Colleen Johnson,01/09/2022,373
1261,Daniel Johnson,24/09/2022,955
1262,Gregory Johnson,29/11/2022,380
1263,Jordan Smith,12/04/2022,858
1264,Jessica Smith,18/09/2022,880
1265,Sarah Bishop,25/10/2022,369
1266,Andrea Brown,01/12/2022,182
1267,Andrea Smith,18/05/2022,171
1268,Michael Bishop,22/03/2022,848
1269,Andrea Simpson,20/02/2022,210
1270,Susan Williams,04/02/2022,908
1271,Colleen Sampson,13/05/2022,372
1272,Jordan Brown,03/10/2022,587
1273,Susan Rodriguez,01/02/2022,732
1274,Anthony Williams,17/07/2022,817
1275,Anthony Simpson,30/03/2022,764
1276,Susan Jones,02/01/2022,672
1277,Daniel Johnson,13/08/2022,780
1278,Sarah Brown,16/01/2022,327
1279,Jordan Bishop,24/11/2022,774
1280,Sarah Rodriguez,25/08/2022,998
1281,Jessica Bishop,14/06/2022,466
1282,Susan Jones,21/03/2022,236
1283,Susan Williams,21/10/2022,989
1284,Gregory Williams,23/07/2022,647
1285,Colleen Simpson,05/07/2022,41
1286,Anthony Sampson,23/02/2022,959
1287,Daniel Allen,18/06/2022,101
1288,Daniel Johnson,01/10/2022,863
1289,Susan Simpson,11/08/2022,454
1290,Anthony Bishop,14/04/2022,398
1291,Anthony Allen,18/05/2022,881
1292,Anthony Brown,06/04/2022,209
1293,Andrea Jones,29/10/2022,392
1294,Susan Rodriguez,13/02/2022,560
1295,Colleen Simpson,31/12/2022,343
1296,Andrea Jones,18/02/2022,291
1297,Jessica Jones,23/02/2022,595
1298,Anthony Sampson,21/05/2022,647
1299,Colleen Sampson,05/04/2022,884
1300,Jordan Johnson,09/06/2022,832
1301,Jessica Rodriguez,16/11/2022,162
1302,Anthony Brown,01/08/2022,733
1303,Gregory Allen,08/06/2022,626
1304,Sarah Rodriguez,24/05/2022,554
1305,Michael Jones,20/08/2022,25
1306,Andrea Brown,03/07/2022,766
1307,Anthony Rodriguez,27/10/2022,930
1308,Daniel Jones,17/12/2022,143
1309,Michael Brown,22/10/2022,635
1310,Jessica Smith,15/07/2022,697
1311,Andrea Rodriguez,20/03/2022,529
1312,Sarah Brown,12/06/2022,370
1313,Jordan Johnson,04/07/2022,646
1314,Daniel Sampson,06/09/2022,565
1315,Daniel Simpson,28/12/2022,519
1316,Michael Bishop,14/11/2022,882
1317,Jordan Jones,17/02/2022,313
1318,Michael Sampson,31/12/2022,866
1319,Gregory Johnson,13/05/2022,379
1320,Michael Williams,07/10/2022,30
1321,Sarah Jones,09/10/2022,32
1322,Jessica Smith,24/10/2022,379
1323,Susan Johnson,28/10/2022,27
1324,Gregory Simpson,15/10/2022,916
1325,Colleen Jones,17/02/2022,207
1326,Anthony Johnson,30/04/2022,592
1327,Anthony Williams,20/11/2022,146
1328,Susan Jones,08/06/2022,418
1329,Susan Jones,09/05/2022,467
1330,Susan Williams,02/08/2022,591
1331,Michael Smith,03/04/2022,803
1332,Susan Simpson,13/01/2022,662
1333,Colleen Johnson,06/08/2022,756
1334,Gregory Smith,03/08/2022,585
